_id,mount,endtime,total,lat,lng,height,firstStartDate,lastcheck,yesterdaytotal,yesterdaytime,state,pasVersion,hasSign,checkSign,bts,udp,extra,satRate,averageRate,day14AverageRate,day7AverageRate,days,mp12,mp21,colorType,haveNft,currentAverageRate,day60AverageRate,hexagonId,isOwner,isRegisted,latFormat,lngFormat,status,color,weight,index_right,name,created_at,updated_at,cartodb_id
D76zYKgDWCoQddqRz,****CB0FD,0,2563200,19.41,-99.51,2592.05,1771191502927,1773756000,2509200,1773705600,100.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9981646825396824,0.9985119047619048,29.08333333333333,0.056828,0.078313,0.0,1.0,0.9981852913085004,0.0,8549867bfffffff,,True,"N19°24'36.0""","W99°30'36.0""",stable,#2185d0,,29,México,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,3
9bHq78fHJjjd3R6q5,****CBF99,0,22961760,30.72,-116.0,-10.11,1736496186526,1773756000,22907760,1773705600,100.0,2.0,1.0,1.0,0.0,0.0,0.0,0.8583333333333334,0.9558402777777778,0.9598363095238096,0.96046626984127,60.0,0.300519,0.269368,,,0.9486203703703704,0.9486203703703704,85485d8bfffffff,,True,"N30°43'12.0""","W116°0'0.0""",stable,#2185d0,,0,Baja California,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,6
opPebTPDXPYbfdzmf,****D4E15,1773486126,37606320,22.27,-97.86,19.01,1735581593932,1773756000,37606320,1773705600,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.9109027777777778,0.809375,0.6428075396825397,60.0,,,1.0,1.0,0.955306712962963,0.955306712962963,85456da3fffffff,,True,"N22°16'12.0""","W97°51'36.0""",unstable,#db2828,,23,Tamaulipas,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,29
9Zj2xb6ipDJFR7iCC,****D5A51,0,33012240,20.93,-89.69,1.9,1736296151921,1773756000,32958480,1773705600,100.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.9666308922558924,0.928546626984127,0.857093253968254,60.0,0.10011,0.135949,1.0,1.0,0.9832517887205388,0.9832517887205388,854509b3fffffff,,True,"N20°55'48.0""","W89°41'24.0""",stable,#2185d0,,24,Yucatán,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,30
cj5qDJxunntcaZZQr,****D7701,0,32926440,20.71,-102.35,2073.23,1740203207355,1773756000,32872440,1773705600,100.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.9549074074074072,0.9996031746031746,0.999503968253968,60.0,0.159177,0.209901,1.0,1.0,0.9761747685185184,0.9761747685185184,85498137fffffff,,True,"N20°42'36.0""","W102°20'60.0""",stable,#2185d0,,9,Jalisco,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,15
bLGMZ62KE5gb69DT7,****D9CF9,0,28076640,18.9,-90.74,25.44,1739174049664,1773756000,28022760,1773705600,100.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.9415902376944044,0.981732568027211,0.9926388888888888,60.0,0.146757,0.165028,1.0,1.0,0.9638001693522528,0.9638001693522528,8545292bfffffff,,True,"N18°53'60.0""","W90°44'24.0""",stable,#2185d0,,25,Campeche,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,31
jaXBgrfK4Nt8K5enH,****DC539,1758677406,16908480,21.91,-99.98,975.61,1738312092804,1773756000,16908480,1773705600,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,60.0,,,1.0,1.0,0.0,0.0,85499c27fffffff,,True,"N21°54'36.0""","W99°58'48.0""",offline,#8e939b,,16,San Luis Potosí,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,22
BK9pkMXRZGJCwRX6Q,****E30F1,0,31727400,20.88,-89.6,1.65,1736823348268,1773756000,31673400,1773705600,100.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.9836858164983164,0.993576388888889,0.9932043650793652,60.0,0.166992,0.253967,1.0,1.0,0.9842607323232324,0.9842607323232324,85450987fffffff,,True,"N20°52'48.0""","W89°35'60.0""",stable,#2185d0,,24,Yucatán,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,30
ATeGFK5TmMzANYmE3,****DB001,0,34451760,19.28,-99.17,2271.93,1737068589822,1773756000,34397760,1773705600,100.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.9852083333333334,0.9712549603174604,0.944890873015873,60.0,0.114122,0.158128,1.0,1.0,0.6475636574074074,0.6475636574074074,85499587fffffff,,True,"N19°16'48.0""","W99°10'12.0""",stable,#2185d0,,28,Distrito Federal,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,1
RfDk9zBnWsGyNEDSv,****3168C,0,20941920,19.5,-99.14,2243.11,1752717963578,1773756000,20887920,1773705600,100.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9938657407407409,0.9953373015873016,0.9964285714285714,60.0,0.38205,0.341853,,,0.9850126262626264,0.9850126262626264,854995bbfffffff,,True,"N19°30'0.0""","W99°8'24.0""",stable,#2185d0,,28,Distrito Federal,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,1
g8yR5WaxubS9uzbkZ,****19695,0,53062080,25.45,-100.99,1510.35,1719710101724,1773756000,53008080,1773705600,100.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.9991782407407408,0.999404761904762,0.9996031746031746,60.0,0.112287,0.149125,1.0,1.0,0.9988483796296296,0.9988483796296296,8548a07bfffffff,,True,"N25°26'60.0""","W100°59'24.0""",stable,#2185d0,,22,Coahuila de Zaragoza,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,28
8shQDiirBwSMb99uF,****19B8D,0,53292480,32.5,-116.74,340.43,1719793743282,1773756000,53238480,1773705600,100.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.9986921296296296,0.9987103174603176,0.998561507936508,60.0,0.106236,0.133835,1.0,1.0,0.9978125,0.9978125,8529a4dbfffffff,,True,"N32°30'0.0""","W116°44'24.0""",stable,#2185d0,,0,Baja California,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,6
dm3MRcJPSd9jNmtoG,****1A435,1752351126,11326680,31.66,-116.58,329.29,1720079554952,1773756000,11326680,1773705600,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.6999999999999998,0.0,0.0,0.0,60.0,,,,,0.0,0.0,85484a5bfffffff,,True,"N31°39'36.0""","W116°34'48.0""",offline,#8e939b,,0,Baja California,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,6
oG3Sb7WfiWYvdLvL8,****1BA3D,0,22925880,32.05,-116.88,-17.77,1748823702280,1773756000,22871880,1773705600,100.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.9905092592592591,0.9814484126984128,0.9634424603174604,60.0,0.080506,0.098795,1.0,1.0,0.8466046927609427,0.8466046927609427,85484a7bfffffff,,True,"N32°2'60.0""","W116°52'48.0""",stable,#2185d0,,0,Baja California,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,6
xdFbm3c63gLskKAQr,****1BB51,0,8540880,18.96,-96.74,473.82,1764529370531,1773756000,8498520,1773705600,84.04761904761905,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.995763888888889,0.9991071428571427,0.9989087301587302,60.0,0.151388,0.180425,0.0,1.0,0.9955729166666668,0.9955729166666668,8549968bfffffff,,True,"N18°57'36.0""","W96°44'24.0""",stable,#2185d0,,20,Veracruz de Ignacio de la Llave,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,26
rnmPJfFCRXT6JPP8F,****1C215,0,33486720,19.32,-96.78,354.24,1741742646013,1773756000,33432720,1773705600,100.0,2.0,1.0,1.0,0.0,0.0,0.0,0.1166666666666666,0.6584977553310887,0.5323856120731121,0.6634815416065416,60.0,0.968814,1.073796,0.0,,0.7844387976992144,0.7844387976992144,85499603fffffff,,True,"N19°19'12.0""","W96°46'48.0""",stable,#2185d0,,20,Veracruz de Ignacio de la Llave,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,26
eRwaD2suETHR5tr2o,****1CDC1,0,40761600,19.54,-96.94,1424.23,1732904589491,1773756000,40707600,1773705600,100.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.9997569444444444,0.999875992063492,0.9998015873015872,60.0,0.076205,0.091104,1.0,1.0,0.9969675925925928,0.9969675925925928,85499633fffffff,,True,"N19°32'24.0""","W96°56'24.0""",stable,#2185d0,,20,Veracruz de Ignacio de la Llave,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,26
bXzqRZQoG5PXEZeg4,****8FC9D,0,27453480,21.17,-89.36,1.9,1744389150997,1773756000,27399600,1773705600,100.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.9391666666666668,0.870734126984127,0.997718253968254,60.0,0.207586,0.277418,1.0,1.0,0.9621030092592592,0.9621030092592592,85450907fffffff,,True,"N21°10'12.0""","W89°21'36.0""",stable,#2185d0,,24,Yucatán,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,30
cwYxHbkCHBnvBSpT6,****905E1,1770489486,17471760,20.61,-88.11,23.32,1744389462426,1773756000,17471760,1773705600,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,,,1.0,1.0,0.2769097222222222,0.2769097222222222,85450873fffffff,,True,"N20°36'36.0""","W88°6'36.0""",offline,#8e939b,,24,Yucatán,2013-12-01 18:59:38+01:00,2013-12-01 18:59:38+01:00,30
